id,file_name,class,x_min,y_min,x_max,y_max,area
14,train/0014.jpg,9,158.5,260.7,490.9,856.3,197977.44
14,train/0014.jpg,7,118.9,0.0,357.9,242.5,57957.5
14,train/0014.jpg,9,175.7,97.9,347.4,332.6,40297.99
14,train/0014.jpg,3,909.2,929.9,976.0,1008.8,5270.52
15,train/0015.jpg,6,844.2,499.5,892.5,600.7,4887.96
15,train/0015.jpg,3,423.9,390.4,848.0,717.8,138850.34
15,train/0015.jpg,6,885.6,577.0,957.0,659.6,5897.64
16,train/0016.jpg,6,306.8,178.8,876.7,789.7,348151.91
17,train/0017.jpg,0,238.5,273.7,741.2,881.8,305691.87
18,train/0018.jpg,6,321.7,504.4,878.4000000000001,567.4,35072.1
18,train/0018.jpg,6,341.7,471.1,882.8,552.9,44261.98
18,train/0018.jpg,6,320.0,348.4,907.5,541.4,113387.5
18,train/0018.jpg,6,368.8,231.6,791.1,393.4,68328.14
18,train/0018.jpg,7,309.5,474.7,660.0,768.0,102801.65
18,train/0018.jpg,6,370.5,166.6,799.9,286.5,51485.06
18,train/0018.jpg,7,0.0,511.0,490.7,892.0,186956.7
18,train/0018.jpg,6,440.6,529.5,954.0,1023.7,253722.28
18,train/0018.jpg,7,361.7,257.0,667.0999999999999,521.1,80656.14
18,train/0018.jpg,7,447.0,65.8,752.4,221.2,47459.16
18,train/0018.jpg,3,737.2,336.8,780.5,400.8,2771.2
19,train/0019.jpg,2,12.2,508.2,79.60000000000001,560.8,3545.24
19,train/0019.jpg,7,580.1,0.8,932.9000000000001,209.60000000000002,73664.64
19,train/0019.jpg,7,0.0,0.0,224.2,148.8,33360.96
19,train/0019.jpg,7,164.2,0.0,704.5999999999999,214.3,115807.72
19,train/0019.jpg,7,0.0,95.5,446.0,517.1,188033.6
19,train/0019.jpg,7,0.0,321.5,465.6,694.1,173482.56
19,train/0019.jpg,0,965.1,385.0,1023.7,427.2,2472.92
19,train/0019.jpg,3,224.2,346.7,285.2,382.3,2171.6
19,train/0019.jpg,1,262.1,355.6,392.8,392.20000000000005,4783.62
19,train/0019.jpg,7,377.6,104.6,1023.7,933.0,535229.24
20,train/0020.jpg,7,254.3,276.6,626.1,591.5,117079.82
21,train/0021.jpg,7,547.8,0.0,1006.0,480.2,220027.64
21,train/0021.jpg,7,256.8,0.0,558.5,227.2,68546.24
21,train/0021.jpg,7,581.3,194.7,761.9,577.7,69169.8
21,train/0021.jpg,7,439.6,130.4,594.0,325.8,30169.76
21,train/0021.jpg,7,290.8,158.1,480.8,372.4,40717.0
21,train/0021.jpg,7,290.3,213.3,513.8,584.8,83030.25
21,train/0021.jpg,7,476.2,266.2,602.2,514.4,31273.2
21,train/0021.jpg,7,492.4,507.9,685.4,742.2,45219.9
21,train/0021.jpg,7,283.2,497.4,503.1,851.5999999999999,77888.58
21,train/0021.jpg,7,295.4,119.2,370.09999999999997,238.10000000000002,8881.83
22,train/0022.jpg,3,458.5,7.4,634.9,282.4,48510.0
22,train/0022.jpg,3,59.3,631.9,880.0999999999999,924.7,240330.24
23,train/0023.jpg,0,233.7,341.0,945.0999999999999,822.9,342823.66
24,train/0024.jpg,0,381.3,311.6,786.3,746.9000000000001,176296.5
25,train/0025.jpg,0,280.0,276.6,709.0,610.8,143371.8
26,train/0026.jpg,9,153.4,219.1,426.9,989.1,210595.0
26,train/0026.jpg,9,406.3,284.1,680.8,998.3000000000001,196047.9
27,train/0027.jpg,0,816.8,96.2,1023.8,798.5,145376.1
27,train/0027.jpg,0,272.3,375.5,1003.5,722.3,253580.16
27,train/0027.jpg,5,331.2,418.9,604.0,812.7,107428.64
28,train/0028.jpg,0,516.1,631.2,584.4,693.5,4255.09
28,train/0028.jpg,2,483.0,248.2,695.3,633.9,81884.11
28,train/0028.jpg,5,328.6,244.1,455.3,382.29999999999995,17509.94
28,train/0028.jpg,0,175.7,672.5,613.5,756.1,36600.08
29,train/0029.jpg,4,130.0,586.8,652.2,957.5999999999999,193631.76
29,train/0029.jpg,0,399.6,222.5,448.0,329.5,5178.8
29,train/0029.jpg,4,171.7,309.8,548.9,571.2,98600.08
29,train/0029.jpg,0,0.0,3.7,553.7,477.4,262287.69
29,train/0029.jpg,0,427.3,6.4,690.7,312.2,80547.72
30,train/0030.jpg,0,125.0,219.9,885.9,701.9,366753.8
31,train/0031.jpg,0,389.3,0.0,854.1,554.0,257499.2
31,train/0031.jpg,3,359.6,445.3,717.7,772.7,117241.94
31,train/0031.jpg,0,748.7,159.5,880.3000000000001,336.3,23266.88
32,train/0032.jpg,6,762.6,398.5,811.0,519.9,5875.76
32,train/0032.jpg,0,781.2,471.4,803.9000000000001,517.4,1044.2
32,train/0032.jpg,7,332.9,145.8,971.5,403.6,164631.08
32,train/0032.jpg,3,441.6,186.9,492.40000000000003,224.0,1884.68
32,train/0032.jpg,3,95.8,262.3,151.0,283.6,1175.76
32,train/0032.jpg,7,158.1,470.6,229.89999999999998,604.4000000000001,9606.84
32,train/0032.jpg,7,149.7,658.0,800.2,887.8,149484.9
32,train/0032.jpg,7,750.1,735.0,812.4,763.2,1756.86
32,train/0032.jpg,5,753.4,551.9,892.2,759.4,28801.0
32,train/0032.jpg,0,819.8,640.8,864.5,669.8,1296.3
32,train/0032.jpg,0,838.1,616.1,880.8000000000001,640.7,1050.42
32,train/0032.jpg,0,866.2,594.0,934.6,672.7,5383.08
32,train/0032.jpg,7,207.2,509.0,888.5,884.4,255760.02
32,train/0032.jpg,7,118.5,220.7,902.8,827.9000000000001,476226.96
33,train/0033.jpg,9,301.0,199.1,503.8,698.0,101176.92
33,train/0033.jpg,9,431.7,212.2,657.9,703.4,111109.44
34,train/0034.jpg,7,214.0,168.6,797.8,780.7,357343.98
35,train/0035.jpg,2,369.8,399.7,716.7,809.8,142263.69
36,train/0036.jpg,1,135.1,820.5,231.1,901.8,7804.8
36,train/0036.jpg,7,469.6,804.2,593.3000000000001,892.9000000000001,10972.19
36,train/0036.jpg,7,816.0,806.3,966.3,861.1999999999999,8251.47
37,train/0037.jpg,0,282.1,313.7,826.9,724.0999999999999,223585.92
38,train/0038.jpg,5,146.3,246.6,186.3,295.9,1972.0
38,train/0038.jpg,7,170.7,158.7,412.79999999999995,299.9,34184.52
38,train/0038.jpg,7,352.8,187.7,625.1,381.0,52635.59
38,train/0038.jpg,7,114.5,259.0,425.7,461.2,62924.64
38,train/0038.jpg,1,423.6,213.8,475.40000000000003,252.9,2025.38
38,train/0038.jpg,7,442.2,150.1,629.1,242.3,17232.18
38,train/0038.jpg,5,340.7,283.4,408.4,319.7,2457.51
38,train/0038.jpg,5,397.9,179.8,460.5,253.5,4613.62
38,train/0038.jpg,7,138.8,334.2,412.1,587.4,69199.56
38,train/0038.jpg,7,88.4,440.4,377.6,629.4,54658.8
38,train/0038.jpg,7,386.0,298.7,778.5,719.3,165085.5
38,train/0038.jpg,7,497.4,532.8,909.2,973.9,181644.98
38,train/0038.jpg,7,534.7,197.6,629.2,242.8,4271.4
38,train/0038.jpg,5,265.1,269.7,311.20000000000005,304.2,1590.45
39,train/0039.jpg,2,258.9,454.9,571.0,649.4,60703.45
40,train/0040.jpg,0,360.6,334.2,632.9000000000001,726.3,106768.83
41,train/0041.jpg,0,464.3,0.0,1023.7,191.5,107125.1
41,train/0041.jpg,7,489.3,0.0,593.9,134.6,14079.16
41,train/0041.jpg,0,370.8,462.5,679.3,653.7,58985.2
41,train/0041.jpg,6,0.0,0.0,306.8,278.9,85566.52
42,train/0042.jpg,5,770.3,421.9,799.3,459.5,1090.4
42,train/0042.jpg,2,913.8,774.8,953.9,814.8,1604.0
42,train/0042.jpg,7,740.6,451.7,812.2,524.2,5191.0
42,train/0042.jpg,0,750.7,479.8,791.6,499.1,789.37
42,train/0042.jpg,7,705.0,490.7,971.7,761.9,72329.04
42,train/0042.jpg,6,580.8,410.1,710.3,539.8,16796.15
42,train/0042.jpg,5,32.8,629.5,92.0,692.8,3747.36
42,train/0042.jpg,7,331.7,285.8,436.6,462.6,18546.32
42,train/0042.jpg,7,509.2,305.8,607.2,444.6,13602.4
42,train/0042.jpg,1,328.6,878.4,428.20000000000005,979.6,10079.52
42,train/0042.jpg,7,401.5,311.2,550.6,538.4,33875.52
42,train/0042.jpg,7,407.4,427.7,595.8,624.1,37001.76
42,train/0042.jpg,7,72.1,464.9,177.5,729.7,27909.92
42,train/0042.jpg,7,496.5,576.7,601.1,719.3000000000001,14915.96
42,train/0042.jpg,7,114.8,278.3,333.0,513.3,51277.0
42,train/0042.jpg,7,160.0,641.0,262.3,774.4,13646.82
42,train/0042.jpg,7,132.6,421.9,410.70000000000005,698.5999999999999,76950.27
42,train/0042.jpg,7,227.3,603.1,315.9,866.9000000000001,23372.68
42,train/0042.jpg,7,311.6,575.3,564.0,889.9,79405.04
42,train/0042.jpg,7,482.8,571.6,715.7,910.2,78859.94
42,train/0042.jpg,7,679.9,724.0,960.0,919.0,54619.5
42,train/0042.jpg,0,397.0,541.1,428.2,580.4,1226.16
43,train/0043.jpg,0,114.8,311.5,758.9,756.5,286624.5
43,train/0043.jpg,7,842.4,0.0,1023.7,135.1,24493.63
43,train/0043.jpg,0,250.7,0.0,864.3,217.1,133212.56
44,train/0044.jpg,2,416.5,458.4,820.1,750.7,117972.28
44,train/0044.jpg,3,355.6,762.2,537.1,925.0,29548.2
44,train/0044.jpg,7,14.2,597.8,212.29999999999998,967.3,73197.95
45,train/0045.jpg,0,16.9,674.0,111.4,717.7,4129.65
45,train/0045.jpg,1,139.9,500.8,312.9,640.5,24168.1
45,train/0045.jpg,1,388.7,379.9,520.4,500.29999999999995,15856.68
45,train/0045.jpg,1,603.8,463.7,966.8,754.7,105633.0
45,train/0045.jpg,1,296.0,469.6,608.6,748.7,87246.66
45,train/0045.jpg,1,302.7,569.4,598.7,785.0,63817.6
45,train/0045.jpg,1,125.6,605.5,463.5,957.8,119042.17
45,train/0045.jpg,1,207.6,745.1,337.0,862.4,15178.62
45,train/0045.jpg,5,194.0,749.0,297.3,839.4,9338.32
45,train/0045.jpg,1,608.2,503.6,891.3000000000001,642.0,39181.04
45,train/0045.jpg,1,730.8,587.7,908.5999999999999,619.2,5600.7
45,train/0045.jpg,1,677.6,587.9,712.8000000000001,661.6,2594.24
45,train/0045.jpg,5,666.1,522.2,751.4,600.4000000000001,6670.46
45,train/0045.jpg,7,385.4,38.6,689.0999999999999,164.8,38326.94
45,train/0045.jpg,1,202.8,113.0,579.7,405.1,110092.49
45,train/0045.jpg,1,510.0,166.9,986.4,520.4,168407.4
45,train/0045.jpg,6,549.6,136.9,911.3,300.70000000000005,59246.46
45,train/0045.jpg,6,560.4,171.4,946.8,328.6,60742.08
45,train/0045.jpg,0,182.2,738.8,228.89999999999998,775.5999999999999,1718.56
46,train/0046.jpg,7,325.8,180.1,837.0,797.8000000000001,315768.24
46,train/0046.jpg,0,159.5,0.0,442.2,584.5,165238.15
47,train/0047.jpg,0,411.1,343.1,642.0,719.5,86910.76
48,train/0048.jpg,0,209.9,308.6,632.5,747.7,185563.66
49,train/0049.jpg,0,547.2,285.7,875.7,647.9,118982.7
49,train/0049.jpg,0,95.5,597.3,384.7,775.0999999999999,51419.76
50,train/0050.jpg,5,262.1,267.7,637.6,907.4000000000001,240207.35
51,train/0051.jpg,7,414.7,592.3,717.7,1012.9,127441.8
51,train/0051.jpg,6,565.1,453.4,905.4000000000001,887.2,147622.14
51,train/0051.jpg,6,641.5,456.5,1023.7,875.4,160103.58
51,train/0051.jpg,1,37.1,294.9,453.90000000000003,537.4,101074.0
51,train/0051.jpg,0,249.9,441.6,351.2,519.1,7850.75
51,train/0051.jpg,0,35.3,445.3,91.9,501.90000000000003,3203.56
51,train/0051.jpg,1,41.1,306.8,431.20000000000005,461.6,60387.48
51,train/0051.jpg,1,110.2,274.3,171.9,322.0,2943.09
51,train/0051.jpg,1,156.2,222.5,179.29999999999998,260.1,868.56
51,train/0051.jpg,1,64.5,147.3,196.8,214.3,8864.1
51,train/0051.jpg,1,170.7,184.2,415.79999999999995,366.7,44730.75
51,train/0051.jpg,1,125.7,126.6,396.7,210.6,22764.0
51,train/0051.jpg,1,138.4,78.6,398.0,183.6,27258.0
52,train/0052.jpg,5,397.9,242.3,666.0999999999999,865.0,167008.14
53,train/0053.jpg,7,447.3,357.6,563.8,488.40000000000003,15238.2
53,train/0053.jpg,7,383.7,196.1,626.8,360.2,39892.71
53,train/0053.jpg,7,195.4,263.6,708.1,850.8000000000001,301057.44
53,train/0053.jpg,7,176.1,268.2,377.2,372.6,20994.84
54,train/0054.jpg,7,657.5,291.9,836.8,609.5,56945.68
54,train/0054.jpg,7,496.8,264.1,668.5,571.9000000000001,52849.26
54,train/0054.jpg,1,100.8,384.7,532.8,836.8,195307.2
54,train/0054.jpg,1,267.7,571.3,465.79999999999995,664.4,18443.11
54,train/0054.jpg,1,208.8,606.8,438.6,671.8,14937.0
54,train/0054.jpg,1,194.8,420.6,660.8,625.1,95297.0
54,train/0054.jpg,7,517.6,228.9,641.3000000000001,331.2,12654.51
54,train/0054.jpg,0,468.3,244.1,609.3,289.1,6345.0
55,train/0055.jpg,7,891.9,27.8,1023.7,340.40000000000003,41200.68
55,train/0055.jpg,1,338.8,853.3,443.20000000000005,1002.3,15555.6
55,train/0055.jpg,1,184.9,807.3,376.1,930.9,23632.32
55,train/0055.jpg,7,259.0,836.4,382.7,898.6999999999999,7706.51
55,train/0055.jpg,0,389.8,851.6,547.5,1023.6,27124.4
55,train/0055.jpg,0,530.8,877.7,551.9,908.9000000000001,658.32
55,train/0055.jpg,0,687.0,160.2,1023.8,891.5999999999999,246335.52
55,train/0055.jpg,0,0.0,402.3,559.2,880.1,267185.76
55,train/0055.jpg,0,33.5,693.5,471.3,867.9,76352.32
55,train/0055.jpg,0,535.4,720.9,748.0,1023.5999999999999,64354.02
55,train/0055.jpg,0,552.6,641.0,789.6,736.8,22704.6
55,train/0055.jpg,0,446.7,633.2,636.7,853.0,41762.0
55,train/0055.jpg,0,230.9,383.3,534.1,792.0,123917.84
55,train/0055.jpg,0,271.7,37.9,446.4,265.8,39814.13
55,train/0055.jpg,0,262.6,203.5,918.9,667.1,304260.68
55,train/0055.jpg,0,395.4,214.7,811.4,447.7,96928.0
56,train/0056.jpg,0,301.2,138.8,938.7,564.5,271383.75
56,train/0056.jpg,1,14.0,315.6,244.6,614.3,68880.22
56,train/0056.jpg,5,251.4,442.6,364.9,517.8000000000001,8535.2
56,train/0056.jpg,0,325.1,468.0,360.70000000000005,510.0,1495.2
56,train/0056.jpg,5,930.3,218.1,1023.8,309.2,8517.85
56,train/0056.jpg,2,591.5,346.1,809.7,614.0,58455.78
56,train/0056.jpg,5,506.9,391.4,674.5,668.0999999999999,46374.92
56,train/0056.jpg,1,631.4,368.1,798.5,473.1,17545.5
56,train/0056.jpg,1,591.2,347.8,780.2,619.4000000000001,51332.4
56,train/0056.jpg,5,540.4,691.8,614.6,834.6999999999999,10603.18
57,train/0057.jpg,1,249.2,34.5,714.5,340.3,142288.74
57,train/0057.jpg,0,308.5,442.4,977.6,908.4,311800.6
58,train/0058.jpg,0,300.2,125.0,823.4000000000001,781.6,343533.12
59,train/0059.jpg,3,283.4,428.4,758.3,721.5999999999999,139240.68
60,train/0060.jpg,5,354.9,488.1,652.2,767.0,82916.97
61,train/0061.jpg,3,265.4,332.9,800.5,802.5999999999999,251336.47
62,train/0062.jpg,7,308.8,164.3,799.1,500.3,164740.8
62,train/0062.jpg,7,94.5,337.8,455.1,612.1,98912.58
62,train/0062.jpg,1,406.3,426.2,897.0,741.0999999999999,154521.43
62,train/0062.jpg,7,0.0,404.8,226.9,927.2,118532.56
62,train/0062.jpg,1,61.6,538.9,589.5,922.0999999999999,202291.28
62,train/0062.jpg,5,752.4,440.9,892.9,541.6999999999999,14162.4
62,train/0062.jpg,1,609.2,426.9,871.0,547.3,31520.72
62,train/0062.jpg,1,488.6,379.2,670.4000000000001,519.4,25488.36
62,train/0062.jpg,5,609.2,337.3,740.9000000000001,475.0,18135.09
62,train/0062.jpg,1,500.8,447.7,705.0,528.2,16438.1
62,train/0062.jpg,1,517.1,476.7,654.6,542.7,9075.0
62,train/0062.jpg,1,542.8,503.6,690.8,575.5,10641.2
62,train/0062.jpg,1,601.7,539.7,692.5,577.0,3386.84
62,train/0062.jpg,1,604.8,558.5,667.0999999999999,594.8,2261.49
62,train/0062.jpg,1,685.4,533.8,789.4,562.0,2932.8
62,train/0062.jpg,1,653.9,553.9,737.9,584.6,2578.8
62,train/0062.jpg,1,636.6,573.0,717.9,654.0,6585.3
62,train/0062.jpg,1,649.1,519.9,847.9000000000001,655.0,26857.88
62,train/0062.jpg,1,453.4,494.7,897.0,707.3,94309.36
62,train/0062.jpg,7,492.7,698.2,687.1,933.4000000000001,45722.88
62,train/0062.jpg,5,348.1,604.7,412.1,647.1,2713.6
62,train/0062.jpg,0,394.2,640.5,517.5,707.5,8261.1
62,train/0062.jpg,0,239.4,655.5,298.0,704.0,2842.1
62,train/0062.jpg,0,273.3,642.0,491.0,705.0,13715.1
62,train/0062.jpg,0,321.4,664.1,439.59999999999997,712.4,5709.06
62,train/0062.jpg,0,174.7,692.1,477.8,843.0,45737.79
62,train/0062.jpg,1,391.4,659.0,482.5,715.4,5138.04
62,train/0062.jpg,4,168.0,697.4,401.0,755.6,13560.6
63,train/0063.jpg,2,309.3,383.8,581.9000000000001,716.2,90612.24
63,train/0063.jpg,2,312.3,217.6,781.0,558.5,159779.83
64,train/0064.jpg,3,243.5,240.3,659.3,542.5,125654.76
65,train/0065.jpg,0,130.1,651.1,200.0,724.4,5123.67
65,train/0065.jpg,0,178.1,672.9,219.6,711.8,1614.35
65,train/0065.jpg,6,196.7,637.1,653.0,814.7,81038.88
65,train/0065.jpg,6,266.1,364.9,828.5,753.0999999999999,218323.68
65,train/0065.jpg,6,418.7,100.4,934.8,435.5,172945.11
65,train/0065.jpg,0,374.5,582.0,750.5,684.2,38427.2
65,train/0065.jpg,7,120.3,0.0,429.3,394.9,122024.1
65,train/0065.jpg,0,437.3,536.9,635.5,606.1999999999999,13735.26
65,train/0065.jpg,7,459.0,482.2,640.3,578.6,17477.32
65,train/0065.jpg,7,0.0,2.0,466.4,853.3,397046.32
65,train/0065.jpg,0,439.4,697.3,647.4,743.6999999999999,9651.2
66,train/0066.jpg,1,370.8,473.1,796.5,779.9000000000001,130604.76
67,train/0067.jpg,1,38.1,440.9,502.6,853.0,191420.45
67,train/0067.jpg,7,811.2,168.3,1023.8000000000001,785.3,131174.2
67,train/0067.jpg,1,631.4,155.4,747.0,247.2,10612.08
67,train/0067.jpg,7,510.0,99.2,899.8,814.4000000000001,278784.96
67,train/0067.jpg,1,810.2,157.5,857.9000000000001,189.3,1516.86
68,train/0068.jpg,0,325.4,186.2,402.9,231.39999999999998,3503.0
68,train/0068.jpg,7,264.8,213.1,329.8,244.79999999999998,2060.5
68,train/0068.jpg,0,450.0,379.7,721.6,655.3,74852.96
69,train/0069.jpg,2,241.8,228.6,712.7,886.5,309805.11
70,train/0070.jpg,7,0.0,631.6,115.5,999.3,42469.35
70,train/0070.jpg,7,5.8,628.6,96.2,721.6,8407.2
70,train/0070.jpg,1,66.0,702.0,372.8,814.8,34607.04
70,train/0070.jpg,7,334.6,570.2,859.1,1015.2,233402.5
70,train/0070.jpg,3,1.7,340.3,324.4,659.5,103005.84
70,train/0070.jpg,7,257.4,317.0,835.4,731.2,239407.6
70,train/0070.jpg,5,594.6,394.4,720.9,525.7,16583.19
70,train/0070.jpg,5,399.2,463.7,575.3,572.1,19089.24
70,train/0070.jpg,1,409.7,559.7,508.6,593.2,3313.15
70,train/0070.jpg,1,502.9,542.7,562.5,562.0,1150.28
70,train/0070.jpg,0,349.5,473.1,607.2,747.6,70738.65
70,train/0070.jpg,7,122.9,186.2,647.1,432.79999999999995,129267.72
71,train/0071.jpg,3,312.6,385.3,641.7,572.5,61607.52
71,train/0071.jpg,0,17.3,390.1,258.7,546.3,37706.68
72,train/0072.jpg,2,377.2,309.1,628.5,720.5,103384.82
72,train/0072.jpg,1,749.0,0.0,914.6,1023.7,169524.72
73,train/0073.jpg,7,831.4,165.5,1023.7,530.7,70227.96
73,train/0073.jpg,7,219.7,312.3,711.8,856.4000000000001,267751.61
74,train/0074.jpg,7,728.4,0.0,1023.8,628.1,185540.74
74,train/0074.jpg,1,619.2,114.5,762.2,370.8,36650.9
74,train/0074.jpg,1,433.0,68.7,849.5,677.2,253440.25
74,train/0074.jpg,7,0.0,0.0,397.7,386.7,153790.59
74,train/0074.jpg,1,55.6,221.1,711.1,896.7,442855.8
74,train/0074.jpg,5,379.2,464.9,577.0,581.4,23043.7
74,train/0074.jpg,5,679.6,889.6,721.5,1023.7,5618.79
75,train/0075.jpg,2,380.3,384.0,755.8,761.9,141901.45
76,train/0076.jpg,7,172.2,236.7,904.5999999999999,749.0,375208.52
76,train/0076.jpg,0,343.4,528.9,443.7,678.2,14974.79
77,train/0077.jpg,1,381.3,640.8,707.7,967.4,106602.24
77,train/0077.jpg,1,210.3,538.7,720.9000000000001,948.9000000000001,209448.12
77,train/0077.jpg,1,259.0,400.3,684.7,735.5,142694.64
77,train/0077.jpg,1,224.5,228.6,582.4,569.7,122079.69
77,train/0077.jpg,1,243.8,177.8,547.9000000000001,454.90000000000003,84266.11
77,train/0077.jpg,1,578.4,434.3,658.0,566.1,10491.28
77,train/0077.jpg,1,568.2,449.0,638.0,558.0,7608.2
77,train/0077.jpg,1,592.9,539.2,644.6999999999999,625.5,4470.34
78,train/0078.jpg,6,159.2,248.1,725.0,669.4,238371.54
78,train/0078.jpg,1,518.8,0.0,1023.6999999999999,956.2,482785.38
79,train/0079.jpg,0,70.4,132.8,999.9,905.4000000000001,718131.7
80,train/0080.jpg,5,164.7,241.4,575.7,712.1,193457.7
81,train/0081.jpg,7,334.5,354.2,654.8,798.8,142405.38
82,train/0082.jpg,5,234.3,651.9,1023.5999999999999,1023.7,293461.74
82,train/0082.jpg,5,506.2,734.2,990.4,920.9000000000001,90400.14
82,train/0082.jpg,0,24.0,183.4,1023.6,833.3,649640.04
83,train/0083.jpg,7,614.6,390.3,873.0,638.4,64109.04
83,train/0083.jpg,6,287.8,526.0,652.5,775.4,90956.18
83,train/0083.jpg,6,331.2,540.4,607.9,667.6,35196.24
83,train/0083.jpg,7,99.6,203.9,786.7,573.7,254089.58
84,train/0084.jpg,0,298.9,438.5,760.9,902.8,214506.6
85,train/0085.jpg,1,627.8,301.7,965.6999999999999,687.2,130260.45
85,train/0085.jpg,0,598.3,574.0,795.6999999999999,675.6,20055.84
