id,file_name,class,x,y,w,h,area
17,train/0017.jpg,0,238.5,273.7,502.7,608.1,305691.87
18,train/0018.jpg,6,321.7,504.4,556.7,63.0,35072.1
18,train/0018.jpg,6,341.7,471.1,541.1,81.8,44261.98
18,train/0018.jpg,6,320.0,348.4,587.5,193.0,113387.5
18,train/0018.jpg,6,368.8,231.6,422.3,161.8,68328.14
18,train/0018.jpg,7,309.5,474.7,350.5,293.3,102801.65
18,train/0018.jpg,6,370.5,166.6,429.4,119.9,51485.06
18,train/0018.jpg,7,0.0,511.0,490.7,381.0,186956.7
18,train/0018.jpg,6,440.6,529.5,513.4,494.2,253722.28
18,train/0018.jpg,7,361.7,257.0,305.4,264.1,80656.14
18,train/0018.jpg,7,447.0,65.8,305.4,155.4,47459.16
18,train/0018.jpg,3,737.2,336.8,43.3,64.0,2771.2
19,train/0019.jpg,2,12.2,508.2,67.4,52.6,3545.24
19,train/0019.jpg,7,580.1,0.8,352.8,208.8,73664.64
19,train/0019.jpg,7,0.0,0.0,224.2,148.8,33360.96
19,train/0019.jpg,7,164.2,0.0,540.4,214.3,115807.72
19,train/0019.jpg,7,0.0,95.5,446.0,421.6,188033.6
19,train/0019.jpg,7,0.0,321.5,465.6,372.6,173482.56
19,train/0019.jpg,0,965.1,385.0,58.6,42.2,2472.92
19,train/0019.jpg,3,224.2,346.7,61.0,35.6,2171.6
19,train/0019.jpg,1,262.1,355.6,130.7,36.6,4783.62
19,train/0019.jpg,7,377.6,104.6,646.1,828.4,535229.24
20,train/0020.jpg,7,254.3,276.6,371.8,314.9,117079.82
21,train/0021.jpg,7,547.8,0.0,458.2,480.2,220027.64
21,train/0021.jpg,7,256.8,0.0,301.7,227.2,68546.24
21,train/0021.jpg,7,581.3,194.7,180.6,383.0,69169.8
21,train/0021.jpg,7,439.6,130.4,154.4,195.4,30169.76
21,train/0021.jpg,7,290.8,158.1,190.0,214.3,40717.0
21,train/0021.jpg,7,290.3,213.3,223.5,371.5,83030.25
21,train/0021.jpg,7,476.2,266.2,126.0,248.2,31273.2
21,train/0021.jpg,7,492.4,507.9,193.0,234.3,45219.9
21,train/0021.jpg,7,283.2,497.4,219.9,354.2,77888.58
21,train/0021.jpg,7,295.4,119.2,74.7,118.9,8881.83
22,train/0022.jpg,3,458.5,7.4,176.4,275.0,48510.0
22,train/0022.jpg,3,59.3,631.9,820.8,292.8,240330.24
23,train/0023.jpg,0,233.7,341.0,711.4,481.9,342823.66
24,train/0024.jpg,0,381.3,311.6,405.0,435.3,176296.5
25,train/0025.jpg,0,280.0,276.6,429.0,334.2,143371.8
26,train/0026.jpg,9,153.4,219.1,273.5,770.0,210595.0
26,train/0026.jpg,9,406.3,284.1,274.5,714.2,196047.9
27,train/0027.jpg,0,816.8,96.2,207.0,702.3,145376.1
27,train/0027.jpg,0,272.3,375.5,731.2,346.8,253580.16
27,train/0027.jpg,5,331.2,418.9,272.8,393.8,107428.64
28,train/0028.jpg,0,516.1,631.2,68.3,62.3,4255.09
28,train/0028.jpg,2,483.0,248.2,212.3,385.7,81884.11
28,train/0028.jpg,5,328.6,244.1,126.7,138.2,17509.94
28,train/0028.jpg,0,175.7,672.5,437.8,83.6,36600.08
29,train/0029.jpg,4,130.0,586.8,522.2,370.8,193631.76
29,train/0029.jpg,0,399.6,222.5,48.4,107.0,5178.8
29,train/0029.jpg,4,171.7,309.8,377.2,261.4,98600.08
29,train/0029.jpg,0,0.0,3.7,553.7,473.7,262287.69
29,train/0029.jpg,0,427.3,6.4,263.4,305.8,80547.72
30,train/0030.jpg,0,125.0,219.9,760.9,482.0,366753.8
31,train/0031.jpg,0,389.3,0.0,464.8,554.0,257499.2
31,train/0031.jpg,3,359.6,445.3,358.1,327.4,117241.94
31,train/0031.jpg,0,748.7,159.5,131.6,176.8,23266.88
32,train/0032.jpg,6,762.6,398.5,48.4,121.4,5875.76
32,train/0032.jpg,0,781.2,471.4,22.7,46.0,1044.2
32,train/0032.jpg,7,332.9,145.8,638.6,257.8,164631.08
32,train/0032.jpg,3,441.6,186.9,50.8,37.1,1884.68
32,train/0032.jpg,3,95.8,262.3,55.2,21.3,1175.76
32,train/0032.jpg,7,158.1,470.6,71.8,133.8,9606.84
32,train/0032.jpg,7,149.7,658.0,650.5,229.8,149484.9
32,train/0032.jpg,7,750.1,735.0,62.3,28.2,1756.86
32,train/0032.jpg,5,753.4,551.9,138.8,207.5,28801.0
32,train/0032.jpg,0,819.8,640.8,44.7,29.0,1296.3
32,train/0032.jpg,0,838.1,616.1,42.7,24.6,1050.42
32,train/0032.jpg,0,866.2,594.0,68.4,78.7,5383.08
32,train/0032.jpg,7,207.2,509.0,681.3,375.4,255760.02
32,train/0032.jpg,7,118.5,220.7,784.3,607.2,476226.96
33,train/0033.jpg,9,301.0,199.1,202.8,498.9,101176.92
33,train/0033.jpg,9,431.7,212.2,226.2,491.2,111109.44
34,train/0034.jpg,7,214.0,168.6,583.8,612.1,357343.98
35,train/0035.jpg,2,369.8,399.7,346.9,410.1,142263.69
36,train/0036.jpg,1,135.1,820.5,96.0,81.3,7804.8
36,train/0036.jpg,7,469.6,804.2,123.7,88.7,10972.19
36,train/0036.jpg,7,816.0,806.3,150.3,54.9,8251.47
37,train/0037.jpg,0,282.1,313.7,544.8,410.4,223585.92
38,train/0038.jpg,5,146.3,246.6,40.0,49.3,1972.0
38,train/0038.jpg,7,170.7,158.7,242.1,141.2,34184.52
38,train/0038.jpg,7,352.8,187.7,272.3,193.3,52635.59
38,train/0038.jpg,7,114.5,259.0,311.2,202.2,62924.64
38,train/0038.jpg,1,423.6,213.8,51.8,39.1,2025.38
38,train/0038.jpg,7,442.2,150.1,186.9,92.2,17232.18
38,train/0038.jpg,5,340.7,283.4,67.7,36.3,2457.51
38,train/0038.jpg,5,397.9,179.8,62.6,73.7,4613.62
38,train/0038.jpg,7,138.8,334.2,273.3,253.2,69199.56
38,train/0038.jpg,7,88.4,440.4,289.2,189.0,54658.8
38,train/0038.jpg,7,386.0,298.7,392.5,420.6,165085.5
38,train/0038.jpg,7,497.4,532.8,411.8,441.1,181644.98
38,train/0038.jpg,7,534.7,197.6,94.5,45.2,4271.4
38,train/0038.jpg,5,265.1,269.7,46.1,34.5,1590.45
39,train/0039.jpg,2,258.9,454.9,312.1,194.5,60703.45
40,train/0040.jpg,0,360.6,334.2,272.3,392.1,106768.83
41,train/0041.jpg,0,464.3,0.0,559.4,191.5,107125.1
41,train/0041.jpg,7,489.3,0.0,104.6,134.6,14079.16
41,train/0041.jpg,0,370.8,462.5,308.5,191.2,58985.2
41,train/0041.jpg,6,0.0,0.0,306.8,278.9,85566.52
42,train/0042.jpg,5,770.3,421.9,29.0,37.6,1090.4
42,train/0042.jpg,2,913.8,774.8,40.1,40.0,1604.0
42,train/0042.jpg,7,740.6,451.7,71.6,72.5,5191.0
42,train/0042.jpg,0,750.7,479.8,40.9,19.3,789.37
42,train/0042.jpg,7,705.0,490.7,266.7,271.2,72329.04
42,train/0042.jpg,6,580.8,410.1,129.5,129.7,16796.15
42,train/0042.jpg,5,32.8,629.5,59.2,63.3,3747.36
42,train/0042.jpg,7,331.7,285.8,104.9,176.8,18546.32
42,train/0042.jpg,7,509.2,305.8,98.0,138.8,13602.4
42,train/0042.jpg,1,328.6,878.4,99.6,101.2,10079.52
42,train/0042.jpg,7,401.5,311.2,149.1,227.2,33875.52
42,train/0042.jpg,7,407.4,427.7,188.4,196.4,37001.76
42,train/0042.jpg,7,72.1,464.9,105.4,264.8,27909.92
42,train/0042.jpg,7,496.5,576.7,104.6,142.6,14915.96
42,train/0042.jpg,7,114.8,278.3,218.2,235.0,51277.0
42,train/0042.jpg,7,160.0,641.0,102.3,133.4,13646.82
42,train/0042.jpg,7,132.6,421.9,278.1,276.7,76950.27
42,train/0042.jpg,7,227.3,603.1,88.6,263.8,23372.68
42,train/0042.jpg,7,311.6,575.3,252.4,314.6,79405.04
42,train/0042.jpg,7,482.8,571.6,232.9,338.6,78859.94
42,train/0042.jpg,7,679.9,724.0,280.1,195.0,54619.5
42,train/0042.jpg,0,397.0,541.1,31.2,39.3,1226.16
43,train/0043.jpg,0,114.8,311.5,644.1,445.0,286624.5
43,train/0043.jpg,7,842.4,0.0,181.3,135.1,24493.63
43,train/0043.jpg,0,250.7,0.0,613.6,217.1,133212.56
44,train/0044.jpg,2,416.5,458.4,403.6,292.3,117972.28
44,train/0044.jpg,3,355.6,762.2,181.5,162.8,29548.2
44,train/0044.jpg,7,14.2,597.8,198.1,369.5,73197.95
45,train/0045.jpg,0,16.9,674.0,94.5,43.7,4129.65
45,train/0045.jpg,1,139.9,500.8,173.0,139.7,24168.1
45,train/0045.jpg,1,388.7,379.9,131.7,120.4,15856.68
45,train/0045.jpg,1,603.8,463.7,363.0,291.0,105633.0
45,train/0045.jpg,1,296.0,469.6,312.6,279.1,87246.66
45,train/0045.jpg,1,302.7,569.4,296.0,215.6,63817.6
45,train/0045.jpg,1,125.6,605.5,337.9,352.3,119042.17
45,train/0045.jpg,1,207.6,745.1,129.4,117.3,15178.62
45,train/0045.jpg,5,194.0,749.0,103.3,90.4,9338.32
45,train/0045.jpg,1,608.2,503.6,283.1,138.4,39181.04
45,train/0045.jpg,1,730.8,587.7,177.8,31.5,5600.7
45,train/0045.jpg,1,677.6,587.9,35.2,73.7,2594.24
45,train/0045.jpg,5,666.1,522.2,85.3,78.2,6670.46
45,train/0045.jpg,7,385.4,38.6,303.7,126.2,38326.94
45,train/0045.jpg,1,202.8,113.0,376.9,292.1,110092.49
45,train/0045.jpg,1,510.0,166.9,476.4,353.5,168407.4
45,train/0045.jpg,6,549.6,136.9,361.7,163.8,59246.46
45,train/0045.jpg,6,560.4,171.4,386.4,157.2,60742.08
45,train/0045.jpg,0,182.2,738.8,46.7,36.8,1718.56
46,train/0046.jpg,7,325.8,180.1,511.2,617.7,315768.24
46,train/0046.jpg,0,159.5,0.0,282.7,584.5,165238.15
47,train/0047.jpg,0,411.1,343.1,230.9,376.4,86910.76
48,train/0048.jpg,0,209.9,308.6,422.6,439.1,185563.66
49,train/0049.jpg,0,547.2,285.7,328.5,362.2,118982.7
49,train/0049.jpg,0,95.5,597.3,289.2,177.8,51419.76
50,train/0050.jpg,5,262.1,267.7,375.5,639.7,240207.35
51,train/0051.jpg,7,414.7,592.3,303.0,420.6,127441.8
51,train/0051.jpg,6,565.1,453.4,340.3,433.8,147622.14
51,train/0051.jpg,6,641.5,456.5,382.2,418.9,160103.58
51,train/0051.jpg,1,37.1,294.9,416.8,242.5,101074.0
51,train/0051.jpg,0,249.9,441.6,101.3,77.5,7850.75
51,train/0051.jpg,0,35.3,445.3,56.6,56.6,3203.56
51,train/0051.jpg,1,41.1,306.8,390.1,154.8,60387.48
51,train/0051.jpg,1,110.2,274.3,61.7,47.7,2943.09
51,train/0051.jpg,1,156.2,222.5,23.1,37.6,868.56
51,train/0051.jpg,1,64.5,147.3,132.3,67.0,8864.1
51,train/0051.jpg,1,170.7,184.2,245.1,182.5,44730.75
51,train/0051.jpg,1,125.7,126.6,271.0,84.0,22764.0
51,train/0051.jpg,1,138.4,78.6,259.6,105.0,27258.0
52,train/0052.jpg,5,397.9,242.3,268.2,622.7,167008.14
53,train/0053.jpg,7,447.3,357.6,116.5,130.8,15238.2
53,train/0053.jpg,7,383.7,196.1,243.1,164.1,39892.71
53,train/0053.jpg,7,195.4,263.6,512.7,587.2,301057.44
53,train/0053.jpg,7,176.1,268.2,201.1,104.4,20994.84
54,train/0054.jpg,7,657.5,291.9,179.3,317.6,56945.68
54,train/0054.jpg,7,496.8,264.1,171.7,307.8,52849.26
54,train/0054.jpg,1,100.8,384.7,432.0,452.1,195307.2
54,train/0054.jpg,1,267.7,571.3,198.1,93.1,18443.11
54,train/0054.jpg,1,208.8,606.8,229.8,65.0,14937.0
54,train/0054.jpg,1,194.8,420.6,466.0,204.5,95297.0
54,train/0054.jpg,7,517.6,228.9,123.7,102.3,12654.51
54,train/0054.jpg,0,468.3,244.1,141.0,45.0,6345.0
55,train/0055.jpg,7,891.9,27.8,131.8,312.6,41200.68
55,train/0055.jpg,1,338.8,853.3,104.4,149.0,15555.6
55,train/0055.jpg,1,184.9,807.3,191.2,123.6,23632.32
55,train/0055.jpg,7,259.0,836.4,123.7,62.3,7706.51
55,train/0055.jpg,0,389.8,851.6,157.7,172.0,27124.4
55,train/0055.jpg,0,530.8,877.7,21.1,31.2,658.32
55,train/0055.jpg,0,687.0,160.2,336.8,731.4,246335.52
55,train/0055.jpg,0,0.0,402.3,559.2,477.8,267185.76
55,train/0055.jpg,0,33.5,693.5,437.8,174.4,76352.32
55,train/0055.jpg,0,535.4,720.9,212.6,302.7,64354.02
55,train/0055.jpg,0,552.6,641.0,237.0,95.8,22704.6
55,train/0055.jpg,0,446.7,633.2,190.0,219.8,41762.0
55,train/0055.jpg,0,230.9,383.3,303.2,408.7,123917.84
55,train/0055.jpg,0,271.7,37.9,174.7,227.9,39814.13
55,train/0055.jpg,0,262.6,203.5,656.3,463.6,304260.68
55,train/0055.jpg,0,395.4,214.7,416.0,233.0,96928.0
56,train/0056.jpg,0,301.2,138.8,637.5,425.7,271383.75
56,train/0056.jpg,1,14.0,315.6,230.6,298.7,68880.22
56,train/0056.jpg,5,251.4,442.6,113.5,75.2,8535.2
56,train/0056.jpg,0,325.1,468.0,35.6,42.0,1495.2
56,train/0056.jpg,5,930.3,218.1,93.5,91.1,8517.85
56,train/0056.jpg,2,591.5,346.1,218.2,267.9,58455.78
56,train/0056.jpg,5,506.9,391.4,167.6,276.7,46374.92
56,train/0056.jpg,1,631.4,368.1,167.1,105.0,17545.5
56,train/0056.jpg,1,591.2,347.8,189.0,271.6,51332.4
56,train/0056.jpg,5,540.4,691.8,74.2,142.9,10603.18
57,train/0057.jpg,1,249.2,34.5,465.3,305.8,142288.74
57,train/0057.jpg,0,308.5,442.4,669.1,466.0,311800.6
58,train/0058.jpg,0,300.2,125.0,523.2,656.6,343533.12
59,train/0059.jpg,3,283.4,428.4,474.9,293.2,139240.68
60,train/0060.jpg,5,354.9,488.1,297.3,278.9,82916.97
61,train/0061.jpg,3,265.4,332.9,535.1,469.7,251336.47
62,train/0062.jpg,7,308.8,164.3,490.3,336.0,164740.8
62,train/0062.jpg,7,94.5,337.8,360.6,274.3,98912.58
62,train/0062.jpg,1,406.3,426.2,490.7,314.9,154521.43
62,train/0062.jpg,7,0.0,404.8,226.9,522.4,118532.56
62,train/0062.jpg,1,61.6,538.9,527.9,383.2,202291.28
62,train/0062.jpg,5,752.4,440.9,140.5,100.8,14162.4
62,train/0062.jpg,1,609.2,426.9,261.8,120.4,31520.72
62,train/0062.jpg,1,488.6,379.2,181.8,140.2,25488.36
62,train/0062.jpg,5,609.2,337.3,131.7,137.7,18135.09
62,train/0062.jpg,1,500.8,447.7,204.2,80.5,16438.1
62,train/0062.jpg,1,517.1,476.7,137.5,66.0,9075.0
62,train/0062.jpg,1,542.8,503.6,148.0,71.9,10641.2
62,train/0062.jpg,1,601.7,539.7,90.8,37.3,3386.84
62,train/0062.jpg,1,604.8,558.5,62.3,36.3,2261.49
62,train/0062.jpg,1,685.4,533.8,104.0,28.2,2932.8
62,train/0062.jpg,1,653.9,553.9,84.0,30.7,2578.8
62,train/0062.jpg,1,636.6,573.0,81.3,81.0,6585.3
62,train/0062.jpg,1,649.1,519.9,198.8,135.1,26857.88
62,train/0062.jpg,1,453.4,494.7,443.6,212.6,94309.36
62,train/0062.jpg,7,492.7,698.2,194.4,235.2,45722.88
62,train/0062.jpg,5,348.1,604.7,64.0,42.4,2713.6
62,train/0062.jpg,0,394.2,640.5,123.3,67.0,8261.1
62,train/0062.jpg,0,239.4,655.5,58.6,48.5,2842.1
62,train/0062.jpg,0,273.3,642.0,217.7,63.0,13715.1
62,train/0062.jpg,0,321.4,664.1,118.2,48.3,5709.06
62,train/0062.jpg,0,174.7,692.1,303.1,150.9,45737.79
62,train/0062.jpg,1,391.4,659.0,91.1,56.4,5138.04
62,train/0062.jpg,4,168.0,697.4,233.0,58.2,13560.6
63,train/0063.jpg,2,309.3,383.8,272.6,332.4,90612.24
63,train/0063.jpg,2,312.3,217.6,468.7,340.9,159779.83
64,train/0064.jpg,3,243.5,240.3,415.8,302.2,125654.76
65,train/0065.jpg,0,130.1,651.1,69.9,73.3,5123.67
65,train/0065.jpg,0,178.1,672.9,41.5,38.9,1614.35
65,train/0065.jpg,6,196.7,637.1,456.3,177.6,81038.88
65,train/0065.jpg,6,266.1,364.9,562.4,388.2,218323.68
65,train/0065.jpg,6,418.7,100.4,516.1,335.1,172945.11
65,train/0065.jpg,0,374.5,582.0,376.0,102.2,38427.2
65,train/0065.jpg,7,120.3,0.0,309.0,394.9,122024.1
65,train/0065.jpg,0,437.3,536.9,198.2,69.3,13735.26
65,train/0065.jpg,7,459.0,482.2,181.3,96.4,17477.32
65,train/0065.jpg,7,0.0,2.0,466.4,851.3,397046.32
65,train/0065.jpg,0,439.4,697.3,208.0,46.4,9651.2
66,train/0066.jpg,1,370.8,473.1,425.7,306.8,130604.76
67,train/0067.jpg,1,38.1,440.9,464.5,412.1,191420.45
67,train/0067.jpg,7,811.2,168.3,212.6,617.0,131174.2
67,train/0067.jpg,1,631.4,155.4,115.6,91.8,10612.08
67,train/0067.jpg,7,510.0,99.2,389.8,715.2,278784.96
67,train/0067.jpg,1,810.2,157.5,47.7,31.8,1516.86
68,train/0068.jpg,0,325.4,186.2,77.5,45.2,3503.0
68,train/0068.jpg,7,264.8,213.1,65.0,31.7,2060.5
68,train/0068.jpg,0,450.0,379.7,271.6,275.6,74852.96
69,train/0069.jpg,2,241.8,228.6,470.9,657.9,309805.11
70,train/0070.jpg,7,0.0,631.6,115.5,367.7,42469.35
70,train/0070.jpg,7,5.8,628.6,90.4,93.0,8407.2
70,train/0070.jpg,1,66.0,702.0,306.8,112.8,34607.04
70,train/0070.jpg,7,334.6,570.2,524.5,445.0,233402.5
70,train/0070.jpg,3,1.7,340.3,322.7,319.2,103005.84
70,train/0070.jpg,7,257.4,317.0,578.0,414.2,239407.6
70,train/0070.jpg,5,594.6,394.4,126.3,131.3,16583.19
70,train/0070.jpg,5,399.2,463.7,176.1,108.4,19089.24
70,train/0070.jpg,1,409.7,559.7,98.9,33.5,3313.15
70,train/0070.jpg,1,502.9,542.7,59.6,19.3,1150.28
70,train/0070.jpg,0,349.5,473.1,257.7,274.5,70738.65
70,train/0070.jpg,7,122.9,186.2,524.2,246.6,129267.72
71,train/0071.jpg,3,312.6,385.3,329.1,187.2,61607.52
71,train/0071.jpg,0,17.3,390.1,241.4,156.2,37706.68
72,train/0072.jpg,2,377.2,309.1,251.3,411.4,103384.82
72,train/0072.jpg,1,749.0,0.0,165.6,1023.7,169524.72
73,train/0073.jpg,7,831.4,165.5,192.3,365.2,70227.96
73,train/0073.jpg,7,219.7,312.3,492.1,544.1,267751.61
74,train/0074.jpg,7,728.4,0.0,295.4,628.1,185540.74
74,train/0074.jpg,1,619.2,114.5,143.0,256.3,36650.9
74,train/0074.jpg,1,433.0,68.7,416.5,608.5,253440.25
74,train/0074.jpg,7,0.0,0.0,397.7,386.7,153790.59
74,train/0074.jpg,1,55.6,221.1,655.5,675.6,442855.8
74,train/0074.jpg,5,379.2,464.9,197.8,116.5,23043.7
74,train/0074.jpg,5,679.6,889.6,41.9,134.1,5618.79
75,train/0075.jpg,2,380.3,384.0,375.5,377.9,141901.45
76,train/0076.jpg,7,172.2,236.7,732.4,512.3,375208.52
76,train/0076.jpg,0,343.4,528.9,100.3,149.3,14974.79
77,train/0077.jpg,1,381.3,640.8,326.4,326.6,106602.24
77,train/0077.jpg,1,210.3,538.7,510.6,410.2,209448.12
77,train/0077.jpg,1,259.0,400.3,425.7,335.2,142694.64
77,train/0077.jpg,1,224.5,228.6,357.9,341.1,122079.69
77,train/0077.jpg,1,243.8,177.8,304.1,277.1,84266.11
77,train/0077.jpg,1,578.4,434.3,79.6,131.8,10491.28
77,train/0077.jpg,1,568.2,449.0,69.8,109.0,7608.2
77,train/0077.jpg,1,592.9,539.2,51.8,86.3,4470.34
78,train/0078.jpg,6,159.2,248.1,565.8,421.3,238371.54
78,train/0078.jpg,1,518.8,0.0,504.9,956.2,482785.38
79,train/0079.jpg,0,70.4,132.8,929.5,772.6,718131.7
80,train/0080.jpg,5,164.7,241.4,411.0,470.7,193457.7
81,train/0081.jpg,7,334.5,354.2,320.3,444.6,142405.38
82,train/0082.jpg,5,234.3,651.9,789.3,371.8,293461.74
82,train/0082.jpg,5,506.2,734.2,484.2,186.7,90400.14
82,train/0082.jpg,0,24.0,183.4,999.6,649.9,649640.04
83,train/0083.jpg,7,614.6,390.3,258.4,248.1,64109.04
83,train/0083.jpg,6,287.8,526.0,364.7,249.4,90956.18
83,train/0083.jpg,6,331.2,540.4,276.7,127.2,35196.24
83,train/0083.jpg,7,99.6,203.9,687.1,369.8,254089.58
84,train/0084.jpg,0,298.9,438.5,462.0,464.3,214506.6
85,train/0085.jpg,1,627.8,301.7,337.9,385.5,130260.45
85,train/0085.jpg,0,598.3,574.0,197.4,101.6,20055.84
85,train/0085.jpg,1,376.6,529.0,409.1,263.6,107838.76
85,train/0085.jpg,0,554.0,286.0,106.0,252.2,26733.2
85,train/0085.jpg,0,441.9,253.0,131.0,296.1,38789.1
85,train/0085.jpg,0,356.9,493.7,141.2,89.9,12693.88
85,train/0085.jpg,5,139.9,321.0,255.3,605.7,154635.21
85,train/0085.jpg,0,848.9,765.5,87.0,46.7,4062.9
86,train/0086.jpg,1,473.8,356.0,261.0,314.2,82006.2
87,train/0087.jpg,5,320.7,299.9,285.5,479.5,136897.25
88,train/0088.jpg,1,794.9,357.9,228.8,246.5,56399.2
88,train/0088.jpg,7,716.7,533.3,135.6,158.5,21492.6
88,train/0088.jpg,7,673.0,360.0,152.1,207.2,31515.12
88,train/0088.jpg,7,603.4,486.9,126.7,214.7,27202.49
88,train/0088.jpg,6,419.3,607.8,212.3,177.8,37746.94
88,train/0088.jpg,7,595.3,362.7,102.6,154.4,15841.44
88,train/0088.jpg,1,435.6,463.9,178.0,221.5,39427.0
88,train/0088.jpg,1,428.4,277.3,200.9,269.5,54142.55
